comment,Label
"Giao hàng nhanh,đóng gói cẩn thận,đáng tiền.Rất đẹp=)))))))))))))))))))",2.0
"Đồng hồ đẹp,sang trọng phù hợp với hs,sv ,cho 4 sao vì phần bao gồm nói có túi đựng nhưng giao về lại k có, giao hàng nhanh chóng,đóng gói chắc chắn.",2.0
Ok,2.0
"Tôi luôn coi derby nước Anh giữa Liverpool và Man United là trận đấu của mùa giải. Đơn giản đây là 2 câu lạc bộ giàu thành tích nhất khi bạn cộng danh hiệu của họ lại với nhau. Rõ ràng, bạn cần đánh bại Liverpool để giành các danh hiệu.",0.0
Hơi tối và có bụi bên trong đồng hồ nên để 4*,-2.0
"Đồng hồ nhựa, màu khác không giống ảnh hợp với giá tiền hhhhhh",0.0
"Shop cb hàng nhanh, gói hàng cẩn thận nên hộp airpods ko có vấn đề gì! Mình thấy nh bạn nói check bảo hành bị mất mấy tháng. Mình mới nhận hàng 28/10. Check bh chỉ đến 25/5/2022. Nhưng bên shop có nói tgian BH là 12tháng tính từ ngày mua trên hoá đơn điện tử. Vậy nên cho tạm shop 4* về sp đã ☺️",1.0
Sản phẩm OK lắp vô combo khá đẹp,2.0
Loa test ổn. K đc to lm. Dễ sử dụng. K truyền đc từ máy tính sang loa. Kkkkkkkkkkkkkkkkkkkkmmmmmmmmmmm. Hình ảnh mang tính chất minh họa,2.0
Có nhìu vấn đề trong mua hàng. Nhưng shop phụ vụ rất nhiệt tình. Máy vn/a chính hãng,0.0
Giao hàng nhanh chất lượng sản phầm phù hợp với giá tiền. Loa ít bass nói chung là tạm ổn nha các b,1.0
"Chất lượng cũng tạm được, âm  bass to nhưng không sâu, míc thu âm không nét lắm, thiết kế kiểu Earbud kít với tai, phụ kiện đầy đủ. Mùa dịch nhưng Shop giao hàng cũng tương đối nhanh.",1.0
Nút bấm tăng tiếng hơi dít,-2.0
"4* giao hàng nhanh . tròn 1 ngày nhận hàng. Đt tầm giá khá ổn, cam ghi 50mpx thực chất chỉ 13mpx pin trưa 1h có 62% tối 8h còn 3x (tạm good) màn khá to máy nhẹ so với quả pin 5k mah. Máy k sạc loa bé và ít bass màn 2.5D ảo nên chỗ cong vuốt cấn chỗ cong giáp màn hình + cường lực , k sài được mgg",0.0
"Cũng tạm ổn, dùng chơi game mic tốt, mn lưu ý là đầu cắm này USB nhé! Cắm vào máy tính bàn có thể phải tinh chỉnh 1 số thứ mới nhận mic, k phải lỗi mic đâu nhé.",1.0
"Đã nhận đc hàng. Nhiều chức năng, nhưng màn hình bị xước nhiều. Hình như ko có lớp dán màn hình thì phải",1.0
👍👍👍,2.0
Giao hàng lâu khủng khiếp hơn 1 tháng. Đã huỷ đơn nhưng shoppee vẫn giao. Đã thế còn giao lầm màu . đặt xanh giao tím.Vì hàng nước ngoài nên lười trả. Cực ko hài lòng,-2.0
Loa nghe hơi nhỏ,-2.0
Hàng ổn,1.0
"Chất lượng sản phẩm:ổn

Rất xinh
Loa thì không hay lắm
Kích cỡ thì hơi bé so với tưởng tượng của mình",1.0
"Hàng rất xinh, mặc dù giao hơi lâu, có video hướng dẫn chỉnh giờ luôn.",1.0
"Giao hàng nhanh, gói hàng kỹ, có điều lúc giao tới 2 bên hộp bị cong, móp méo, nghe tạm ổn thôi với giá này thì âm thanh, bass cũng bình thường",1.0
"Mặt đồng hồ có bụi bên trong 
So với giá thì ok đó",1.0
Mọi thứ điều ổn. Mặt đồng hồ không phát sáng trong tối. Cái mặt nhỏ từ 1 đến 7 là để tính ngày trong tuần cho ông nào thắc mắc. Ship hàng hơi lâu.,1.0
"Chất liệu:cao su
Màu sắc:trắng

giao hàng lâu k chỉnh đc thời gian nhưng với giá tiền này thì thôi cũng chấp nhận",-1.0
"Sản phẩm còn nguyên tem, Hàng mới đẹp. Giao hàng nhanh chống. Tuy nhiên phần đật gạch quy trình hơi lủng củng.",1.0
"Ko có tai nghe, giống như đã xài rồi, ncl cũng tạm,sau này sẽ coi kĩ trước rồi mới mua",1.0
Thời gian vận chuyển hơi lâu,0.0
"Nút bấm không dùng được, nghe được, nói cũng được, ko biết dùng được lâu ko",1.0
"Giao hàng hơi lâu nên xho shop 4sao
Loa thì nghe khá to
Chất lượng tốt
",2.0
"Loa siêu bé, âm thanh cũng siêu bé, chán chả muốn nói, nhận hàng xong test thử mấy chị bàn bên nói nghe nhỏ giống như dế kêu,nghe mà tức thật. Nhưng đc cái nghe nhạc rất ấm, phù hợp cho ai muốn nghe 1 chút nhạc trước khi ngủ,giao hàng nhanh...",-2.0
"Nói chung là ẩn phẩm tốt, giao nhanh, đúng màu nhưng nếu shop setup thời gian sẵn thì sẽ ok hơn nha",2.0
Phù hợp giá sinh viên. Tiện lợi nhỏ gọn!,2.0
Khá là đẹp phù hợp với túi tiền các bạn nên mua nhé !!! Khá là tuyệt vời luôn 😉😉😉😉😉😉😉😉😉😉😉😉 ủng hộ shoppppppppp,2.0
"Hàng xinh lắm ạ , không lỗi j hết chỉ không chỉnh đc ngày. Mik mua 2 cái đều rất ok , giá quá rẻ mà hàng lại chất lượng lắm 😘",2.0
Cũng tạm ổn nè. Mà bị trầy hết à. Phía s trầy y như củ v đó,1.0
"Shop ship hàng nhanh, nhg dây tai nghe quá mỏng nhìn rất dễ đứt so với giá tiền là cao shipper nhiệt tình thân thiện hình ảnh và video chỉ mang tính chất nhận xu, nhận sản phẩm về k đc như mong đợi nên chỉ cho shop 4 *",-2.0
Hơi rè,-2.0
Khá đẹp,1.0
"Chính hãng
Trả lời tin nhắn hơi lâu
Rất okkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk",2.0
"Chất lượng ntn phải dùng mới bt đc ạ 
Shop giao k đc nhanh cho lắm 
Shipper thân thiện",0.0
Sản phẩm ổn so với giá tiền nhìn nó bé hơn mình tưởng tượng mình có đặt thêm deal cái pin mà mở ra k thấy đâu  cho 4 sao,1.0
Hàng thì bt nhưng rất bực mình vì phải đặt đi đặt lại mấy lần vì vận chuyển báo k liên lạc đc với khách đơn giao không thành công mà thực tế thì k có gọi cho khách.,1.0
Mua màu đỏ như g lại gửi màu xanh. 4*,-2.0
"Hàng giao hơi lâu, tận 10 ngày, còn lại ổn lắm nhé, gói cực cẩn thận ",2.0
"giao quá là lâu mình phải chờ những 2 tuần mới dc giao hàng 
chất lg tạm ổn",1.0
"Thời gian giao hàng khá lâu, tai nghe được đóng gói kĩ càng, chất lượng âm thanh ổn.",1.0
Ổn,1.0
Mình k biết chỉnh thứ,0.0
"shop giao hàng nhanh, chăm sóc khách hàng tốt, loa nghe cũng tạm được với tầm giá, kết nối blutoo nghe nhạc có tiếng xẹt xẹt ....",1.0
Vvbcvnnccczxcbbjjhbkbbhbnnhdkkgsscvbhjjhhrrfbnvbgbnnxnxnbjujjbbbbbbn,0.0
không kết nối đc bluetooth,-2.0
"Nghe ok nhưng nếu gọi cho ai thì bị có tiếng dè dè ,mong sớm được khắc phục hơn",1.0
Dùng ổn đấy,1.0
"Cái chấm màu trắng mình lau mãi k được , mặt kính nhiều vết xước. 1 nút bị lỏng ,sợ rơi lnao cũng kh bt . Ai muốn mua hàng đẹp đừng mua sale làm gì, sale chuyên dùng xả hàng tồn hàng lỗi th ý ",-2.0
"Phần nắp không được khít cảm giác hơi lỏng lẻo, hôm đầu thì bắt sóng nhạy nhưng tới hn sau 1 tuần dùng thì kết nối giữa tai nghe vs mac và đt ko còn nhanh nữa ko hiểu vì s",-2.0
"Đóng gói cẩn thận, giao hàng nhanh, chất lượng phù hợp giá tiền",2.0
Tai nghe đẹp chất lượng nhưng ko có kèm eartip như trong hướng dẫn nói,2.0
Sản phẩm như hình. Mình chưa ưng cái dây đeo lắm vì nó k liền nhau khi lắp vào rất khó. Nhưng phù hợp vs giá tiền,1.0
Giao hàng nhanh' dây đeo cứng' hình ảnh mang tính chất nhận xu,-2.0
"Chốt để chỉnh cỡ tay hơi cứng , khó chỉnh , còn lại thì ổn nên mình cho 4 sao",1.0
"Hàng giao nhanh, chất lượng ổn, mic chống ồn k tốt lắm, dây khác mô tả trong hình, hộp bị móp méo. Sản phẩm tốt nghe rõ",2.0
"giao hàng chậm, còn lại máy mới nguyên seal, mua rẻ hơn bên ngoài 1 triệu.",2.0
"Nắp case hơi lỏng đụng nhẹ qua lại nghe tiếng lịch kịch??
Giao hàng nhanh và đang chờ để lấy hoá đơn bảo hành ",-2.0
Sau khi sd thì mình thấy khi mở loa lên loa tự động phát nhạc với âm lượng max luôn trong khi mình luôn nghe ở mức rất nhỏ,-2.0
Hazz hàng giao lâu a ship cọc tính đr là tiền nào của đấy đồng hồ ko đc đẹp vs ko dùng đc khi giao đến mong shop xem lại,-2.0
"Ồi ôi mấy ông kh tưởng tượng tui mở cái nút chỉnh nhưng răng đâu, phải lấy kìm, tô vít để mở rồi còn phải lắp dô nữa sứt hết tay, nhưng hành đẹp 👌",0.0
"Hàng oke nhưng chốt gài hơi lỏng
Và không có dạ quang như trên hình",1.0
"giao hàng nhanh, khi nhận máy có test qua thì thấy có 1 vạch mờ dọc màn hình, gửi phản hồi nhưng k nhận đc hỗ trợ từ shop, tắt máy đi bật lại 2,3 lần thì k còn thấy nữa nên tạm chấp nhận.",1.0
"Mua tháng 5 mà bảo hành cuối tháng 12 hết hạn, không biết kích hoạt online từ bao giờ rồi",-2.0
Mặt đồng hồ hơi sướt nhẹ,-2.0
ổn,1.0
"Chất lượng sản phẩm:Hoàn thiện ở mức tốt.
Tính năng nổi bật:Pin 7000, Chip 730, Android 12.
Đúng với mô tả:Pin ở mức tốt hơn 5000 một chút, nhưng vẫn chưa trâu bò lắm.

Thích vì pin trâu, chip khá tạm chấp nhận, lên được android 12.
Không có chống nước kháng bụi là 1 điểm trừ lớn, ngoài ra cũng mất đi tính năng ""thư mục bảo mật"".
Đa số các dòng điện thoại của Samsung từ 10tr trở xuống đều toàn khung nhựa, khá là chán.",1.0
"Dây nhỏ,không vừa với đồng hồ của mình,cũng không dùng làm gì được,bây giờ chỉ để ngắm thôi",-2.0
Shop rep ib chậm. Mấy ngày mới rep,-2.0
Nhỏ gọn. Led đẹp. Nhưng bass k căng.bsbsbsbbsnsnsnssnsnsnsn,1.0
Không giống ảnh nhìn màu kiểu la lá màu đỏ nhạt pha tí cam rồi chứ ảnh màu kiểu vàng cam. Giao hàng cũng bình thường.,-2.0
"Giao hàng lâu vl, đặt hôm 9/9. Hàng chính hãng xài bữa h ok, kj biết chính sách bảo hành sao",1.0
"Hàng siêu xinh là ukila luôn ấy ạ, lúc em bấm nhầm làm mãi không sửa được giờ nma không saooo",2.0
Giá tiền quá bèo luôn mà đang cũng gọn Ok lắm lun mà tự dưng giao sai màu buồn ghê,1.0
Hàng nguyên tem . Đóng gói thì khỏi chê .Nghe mọi ng bảo pin trâu nhưng cá nhân mình thấy pin bình thường . Để xài thử time xem máy thế nào . Còn về giá thì hôm mua là 6tr070k hôm sau sale còn 5tr380k 😑😑😑,1.0
"Hàng tốt có điều lúc giao tới tai nghe hơi bụi
Âm bass tạm ổn, hơi khó đeo lúc đầu, lúc sau quen rồi thì bth
Hình ảnh mang t/c nhận xu",2.0
Dịch nên giao hơi lâu.,0.0
"Đóng gói đẹp, tai nghe âm thanh tốt, chất lượng. 1 điểm trừ là buds khá to nên mình k đeo liên tục đc vì cộm, khó chịu",1.0
Đeo vào 1lúc thì đấlau tai quá,-2.0
"ông tốt. Liên hệ không trả lời, bấm trả hàng mới trả",-2.0
"Mua 2 cái, 1 cái đèn led ổn, 1 cái bị mờ.",0.0
Nghe như tịt mũi . Tiếng bé,-2.0
"Nhỏ hơn mình nghĩ, âm thanh cũng nhỏ, giao hàng chậm nhưng đóng gói chắc chắn loa cũng xinh lắm với giá này thì ok",1.0
Sản phẩm chất lượng tốt dù xa nhưng vẫn giao nhanh nha. Chất lượng lắm luôn. Mình sẽ ủng hộ shop nữa. Hình ảnh mang tính chất minh họa,2.0
Dây mỏng mùi khá hôi,-2.0
Pin Tuột rất nhanh,-2.0
"Sản phẩm đẹp nhug chốt rài cứg quá rất khó mở. Mở đau hết cả tay, phần phát quang trog tốt thì không đc tốt cho lắm.",-1.0
"Chất lượng bình thường, phù hợp với giá tiền, do dịch nên giao hơi lâu.",1.0
"Giao hàng khá nhanh. Khoảng 4 ngày là mình nhận được hàng. Tuy nhiên shop rep tin nhắn hơi chậm, cmt ở đây mong sớm được phản hồi tin nhắn huhu. Khi nào nhận được hoá đơn điện tử mình sẽ chỉnh lại 5 sao nha",-1.0
Thấy cũng ổn còn về chất lượng sài lâu dài mới biết,1.0
"Shop đóng gói quá sơ sài, móp méo hết hộp. Hàng giao cũng lâu, nhưng k phải do shop. Sản phẩm chưa dùng nên chưa đánh giá được chất lượng. Cho 4sao vì shop gói hàng k cẩn thận",-2.0
"Trong đồng hồ có cả tóc ,chx hoàn thiện cho lắm, còn lại thì hoàn toàn tốt",1.0
"Tai nghe nghe hay, bass treble nghe tốt nhưng bị cái không hiểu sao hộp đựng lại bị bể. Nhưng may không ảnh hưởng tới tai nghe.",1.0
"Hàng chuẩn 5 sao, mỗi cái giao thì siêu lâu nên trừ 1 sao, ở Hà Nội mà 5 ngày mới nhận được hàng :(",2.0
"Loa nhỏ hơn tưởng tượng,  âm to nhưng mở to se dè,  k có bass, với mức giá ấy thi cũng OK rồi",1.0
Hàng đúng với giá.,2.0
"Tai nghe dễ thương, âm thanh mình không chuyên và cũng không đòi hỏi nhiều nên chấp nhận vậy thôi, nhma nghe lâu hơi đau tai, không biết có phải do mình không",1.0
"Chất lượng sản phẩm:loa hơi rè

Sản phẩm rất tuyệt vời, chất lượng tạm, hơi rè nhưng rẻ nên thôi kệ đại
Đóng gói có tâm 
Xứng đáng 5* 
Hình ảnh video klq chỉ để nhận xu",1.0
"Giao hàng nhanh , sp cũng đuowcj nhưng mãi mới chỉnh được giờ. J",1.0
Hàng tốt. Mà shop nên bỏ trả lời tin nhắn tự động đi. Chứ trả thấy shop nt trực tiếp j. Đòi hoá đơn điện tử cả thág mới gửi cho,1.0
"đồng hồ như hình 
mua sale giá ổn
có điều k được quà tặng 🎁",1.0
Ok,1.0
"Đây là lần t2 đặt mua, tai nghe ổn giá thành rẻ, đóng gói khá cẩn thận. Tuy nhiên, ko biết shop nhiều đơn quá hay sao mà đặt hàng 11 tới ngày 17 chưa thấy giao cho vc, ib thì shop mới kêu ktra, lần đầu đặt đơn hcm hn mà lâu tới như vậy, mãi hôm nay mới nhận đc hàng.",1.0
"Hnay là ngày thứ 4 mik nhận đc hàng mày đẹp lướt mượt . Nhưng nếu.bạn là 1 đứa cgai hay sống ảo như mik thì thực sự bạn ko lên mua . Camera quá tệ dù có edit ntn cũng ko đẹp lên nổi 
Mọi thứ máy đều ok nhưng mik là ng cực kỳ thích sống ảo lên ko thích máy chút nào Buồn ghê hyc",-2.0
Chất lượng ổn. Khi kết nối bluetooth thì âm thanh có bị delay một chút.,1.0
Khó đeo và ko được thoải mái.mình cảm thấy ko được khích tai,-2.0
cũng tạm,1.0
Đẹp so với số tiền,2.0
Kdisbjdikdndjfofofkkfkfkfkckmfmfnfnnnmfkfkdoekenmdfkcoco,0.0
Loa mini mà âm thanh nhỏ cực kì luôn. Bề mặt bị xước nữa. Nhưng mà giá rẻ nên cũng không thể trông chờ nhiều.,-1.0
"Hàng về nhanh hơn 1 tuần so vs dự kiến. Chất lượng sp thì ko như mình mong đợi lắm, song mình nghĩ vs tầm tiền này thì tạm chấp nhận dc",1.0
Giao hàng nhanh. Ok nhưng tài xế giao xong k cập nhật đơn hàng :),0.0
"Chất lượng sản phẩm tốt, hình ảnh và video mang tính chất nhận xu",2.0
"Shopp phụccc vụ tốttt, chấttt lượngg sảnnn phẩmm tốttt....",2.0
Với giá thành như này thì sản phẩm quá ư là okelaaaa nha các bác! Mỗi tội giao hàng lâu quá trời :(((,2.0
Sản phẩm oke. Ship hàng nhanh. Dùng rồi sẽ review lại thêm sau. Để 4* là vì support của gian hàng hơi chán,1.0
Dùng tạm  được. Phím bấm hơi khó.,1.0
"#27763: Cô n.y khéo léo!
Mặc dù đã cuối năm nhưng công ty mình vẫn đang chạy nốt dự án, mình cũng bận sấp mặt, đang ngồi làm việc cô n.y mình inbox 1 bức ảnh có 2 cân giò, ko chú thích gì cả:
- Gì thế em?
- À em mua 2 cân giò xong mang về quê, bảo anh biếu bố mẹ em rồi nhé, Tết anh đến chơi thì ko c",0.0
Đểu vl,-2.0
"Chất lượng tạm ổn, tiền nào của nấy thôi",1.0
Giao hàng nhah. Sp đúng vs mẫu mk đặt. Chất lg oke. Âm thanh nge to rõ! Mỗi tội hộp loa của mk bị rách mà ks vì có hộp ở ngoài nữa.,1.0
"Shop giao hàng nhanh. Sản phẩm được đóng gói chắc chắn, chưa sử dụng nên ko biết chất lượng như nào. Nhưng so với giá tiền mà sản phẩm nhận dc như thế là ok.",2.0
Sản phẩm giống đúng hình cũng tạm đc không biết có chống nước đc hay không cho tốt vậy,1.0
"Tạm ổn, mình thiếu kinh nghiệm mua hàng.",1.0
"Loa đẹp, hơi nhỏ. Loa ko đc to. Tạm ổn",1.0
"Nghe được, hơi lỏng lẻo với không dùng được nút tăng giảm âm lượng",-1.0
Dùng được mỗi tội lẫn màu nhìn ko ưng,0.0
"Ship mất 5 ngày
Hàng đóng gói kỹ, có chống sốc, có luôn mấy miếng xốp
Đầy đủ tem mac fpt và apple
Chính hãng, nguyên seal, thơm mùi us
Vẫn chưa có hóa đơn điện tử, dù đã liên lạc và hẹn hò ",2.0
"Dùng tạm đc, nghe hơi nhỏ chút mua hai cái 1 cái cn nguyên 1 cái nghe đc 2 hôm bị hỏng 1 bên tai r:(",1.0
Hsjsjdjdjjejejejdjdjdjjdjdjdjd tai nghe cũng ổn nhưng dây khá mỏng,1.0
"Loa khá bự so với mấy cái cùng giá, thiết kế ổn, màu và chất liệu đẹp. Nhưng âm thanh nghe rất là khô luôn, không có một miếng bass nào hết, không mượt chút nào hết, với giá 139k thì cũng chấp nhận được. ",1.0
Đeo mic vào nói k rõ hơn đc tí nào cũng chỉ để làm cảnh thoii,-2.0
"Giao hàng nhanh, tai nghe cũng tạm ổn, với giá như này thì không dám đòi hỏi gì thêm",1.0
"Chất lượng sản phẩm khá tốt, hàng rẻ lên không chê vào đâu, giao hàng nhanh",1.0
màn hình đồng hồ hơi xước nhé ah :))),-1.0
"Đặt dây trong, giao dây đen. Haizz",-2.0
"Nghe tạm ổn với giá này, loa xinh.",1.0
"Đồng hồ có thể chỉnh giờ, điều chỉnh dây đeo cho vừa tay. Khá oke so với giá tiền, nhưng còn xài bền hay ko thì ko biết. Chỉ có vài chục ngàn, mọi người có thể thử.",1.0
Màn hình đồng hồ bị trầy xước nhiều nên cho 4 sao,-2.0
"Mua lần đầu rất xinh, đặt thêm cái nữa thì lại bị lỗi một chút ở quai, nó bị cộm sắt thừa ở dây đeo rất sắc, phải đem đi mài lại.",-1.0
"Hàng được gói cẩn thận, có lớp chống sốc, hiện tại mở ra vẫn chưa cách chỉnh đồng hồ ở chế độ 24h chưa chỉnh được am và pm, đang mạng xem mấy clip nhưng vẫn chưa chỉnh được 24h
Pin nhanh hết 2 ngày là cạn pin dù k dùng loa",0.0
"Hàng sài cũng tốt nhưng giá rẻ đợi thời gian dài mới biết kết quả,tiền nào của nấy.có nhiều lúc hơi mờ kg biết do mạng hay do đâu.",1.0
Cái vành tai nếu thay thì hơi khó,-2.0
"Giao hàng nhanh 
Màu sắc giao tới đúng chuẩn
Chất lượng khá tệ phù hợp với giá 1k",-1.0
"Hàng chính hãng, shop bọc cẩn thận, nhưng ngày kích hoạt trước mấy tháng rồi, check trên điện thoại thấy thời gian bảo hành 12/2022 tức là chỉ còn 7 thôi",1.0
Hàng đẹp khá ok giá hợp lý đóng gói chx kỹ hàng có thể sẽ bị sốc dẫn đến hư shop nên chú ý phần đó g gói hình ảnh chỉ mang tính chất minh họa,1.0
"Lần đầu mua màu xanh dương, chất lượng rất tốt nên lần này mua màu xám.
Lần này thì loa hơi rè hơn 1 chút. 
Nhưng k ảnh hưởng qá đáng kể.",2.0
"Sản phẩm rất xinh đẹp tuyệt vời, tôi không thể trông đợi gì hơn. Cảm ơn nhà cung cấp, nhà sản xuất, cảm ơn người bán hàng, cảm ơn sàn thương mại điện tử, cảm ơn người vận chuyển để tôi có cơ hội dùng sản phẩm tốt như thế này. Đóng gói như giấy vệ sinh",0.0
Hình ảnh và video chỉ mang tính chất nhận xu thôi ạ..........,0.0
"Giao hàng nhanh, chất lượng âm thanh ổn, mic dùng ok, nhưng phải cho 4 sao vì hộp hàng bị méo.",1.0
Chờ mỏi từ t3. Chắc do dịch nên giao hàng hoie lâu. So với giá tiền thì chất lượng cx đc,1.0
"Đồng hồ hình thức đẹp, khó chỉnh thời gian, chỉnh xong được vài tiếng thì không chạy nữa",-1.0
"Hộp trắng dính mực và bị bẩn haizz , làm quà tặng mà cái bìa hộp bẩn có chán k chứ , giao hàng 5 ngày tuy cùng ở HN . Shop tư vấn nhiệt tình ",-1.0
"Airpods 2 phiên bản Sạc có dây chính hãng phân phối VN. Nhưng shop để ảnh Airpods 2 phiên bản Sạc Không Dây làm ban đầu mình nhìn nhầm nữa, hy vọng shop chỉnh sửa. Shop xuất hoá đơn lâu quá luôn. Mình check trên apple còn chưa xuất bán hàng nữa 🤦‍♀️  Shop đóng gói sản phẩm cẩn thận, chắc chắn. ",-1.0
Đồng hồ sang xịn mịn so vs tầm giá nhưng hơi khó chỉnh dây đeo,1.0
Xài thử mấy ngày thấy ok. Có chê độ xạc nhanh nhưng thấy cũng quá chậm.,1.0
"Hàng chính hãng, giá tốt, giao hàng nhanh. Tuy nhiên xuất hoá đơn lâu quá, hơn tuần rồi chưa nhận được.",1.0
Sản phẩm ok nhưng giai hàng  rất lâu nên  4 sao,1.0
Đồng hồ để lâu không bán pin yếu nên màn hình nhìn rất mờ nhạt ...,-2.0
Giao hàng chậm. Chất lượng nghe đc 1 hôm thấy ok. Ncung sp được. Mỗi tội giao hàng ko nhanh,1.0
Giao hàng siêu lâu,0.0
Shop giao hơi chậm.không cho khách huỷ đơn hàng khi trùng đơn rồi vẫn k cho huỷ đơn.nói chung loa như hình.còn dùng xem ntn đã,-2.0
Shop giao hàng lâu nhưng vì dịch nên thông cảm .Có một điều mình ko thích đó là shop ko chỉnh giờ cho mình,-2.0
"đồng hồ đẹp, chỉ bị móp ở dây",0.0
"tai lần này mua thì nghe đều hai bên. Mình đoán chắc cũng không bền đc quá lâu, đợt mua tai trước shop ấy k bán nữa chứ dùng khá lâu. Tai này mong cx đc vài tháng trc khi lại hỏng 1 bên. Đợt tai trước mua về k mở hộp mà để lâu mở ra hỏng 1 bên luôn. Loại này nghe cũng k thoải mái lắm, đôi khi cảm gi",-1.0
"Đồng hồ khá đẹp, giống với hình quảng cáo, đóng gói cẩn thận, giao hàng nhanh. Nhưng kim có một lỗi nhỏ, k ưng ý lắm nhưng vẫn chấp nhận đc. Nói chung là sp ok với giá tiền này.",1.0
4 sao vì vận chuyển giao hàng quá chậm,1.0
"Sản phẩm khá oke, vừa tay , khá chắc chắn, đóng gói kĩ mà ship hơi lâu vả lại cũng không biết cách chỉnh đồng hồ ra sao cả.",1.0
"Đẹp, rẻ, k biết bền k jdis sms ệ ssns ẹ e9b 4u. Rjr đc d đề d dje rd sên snsjs sẽ dbsjdjdbeijebdjs sjssbbshejedbhsbswhsbbsjznzznznskksmsmsnsjsjsjjsjsjsj",2.0
Sảm phẩm phù hợp với giá tiền,2.0
Shop tồi quá ạ huhu. Hôm mua 420 xong flash sale còn 299k. Nay để 199k 2 ngày liền. Hớ 100k,-2.0
Sản phẩm đạt trung bình,1.0
"Mình đã nhận được hàng và đã test 1 tuần rồi mới đưa ra đánh giá, 
Về kiểu dáng khá nhỏ gọn,
Chất lượng âm thanh ở tầm trung, phù hợp với phòng có diện tích dưới 15 m2
Chất lượng và mức giá tương ứng
Pin dùng khá lâu, đầy pin dùng được 5-6 tiếng nghe lớn",2.0
Mua lần thứ 2. Hàng thì không phải bàn rồi vì chính hãng VN/A nhưng hoá đơn vat mãi vẫn chưa nhận được là sao nhỉ mặc dù đã yêu cầu? Lần mua iphone gửi hoá đơn rất nhanh,1.0
"mình lười chụp ảnh quá nên ảnh klq cho lắm. 
hàng vừa với giá tiền thôi. màu trắng mình mua cũng tạm ổn, còn màu đỏ thì dây bị cong và màu xỉn lắm hjxxxx. dây zin hỏng nên xài thay thế thui hic",1.0
Cskh sau khi thanh toán rất kém,-2.0
"Shop giao nhanh xỉu
Chưa xài thử nên chưa biết chất lượng ra sao ",0.0
"Màu sắc:xanh đen

Hàng săn sale có hơn 100k nên chất lượng cũng ko thể đòi hỏi thêm đc",0.0
Đóng gói sơ sài. Hi vọng lần sau tốt hơn.,-2.0
Tạm ổn,1.0
"Không hiểu sao mặt đồng hồ lại bị xước khá nhiều vết nên không hài lòng mấy, phần còn lại đều ổn",1.0
mua trúng giờ sale nên giá cũng ok. shop tư vấn trả lời nhiệt tình. sẽ ủng hộ nếu có dòng dt nào vua ý,2.0
Loa mở to hơi rè,-1.0
"Giao hàng lâu, đc tặng cái nhẫn :)) giao đúng mẫu đẹp canh săn sale giá cũng rẻ mà chưa thấy dạ quang lắm chưa thử vs nc mong là chóng nc",2.0
"Cắm bluotut thì nghe to.
Cắm dây 3.5 vào kết nối lại nghe nhỏ
K hài lòng cho lắm.
Nhưng giá rẻ k",-1.0
Rất okkkkkkkkk nhưng mùi cao xu hơi nặng mùi với lại tai gaming mà ko bọc dù,1.0
"Abcdefghijklmnopqrstuvwxyz 
Giao hàng nhanh chỉ 2 ngày là có hàng.",0.0
"Đt chất đẹp, chỉ tại trời nắng phải đi ra ngoài lấy lên đánh giá shop 4 sao .",2.0
"Đồng hồ khá xinh nhưng không biết vì lí do vận chuyển lấy hàng hay sao mà mặt đồng hồ trầy xướt rất nhiều, nhưng với giá này thì chấp nhận ại",1.0
"Chất lượng sp khá tốt  , đúng mẫu ý hình , shop giao hàng nhanh . mỗi tội ko bt chỉnh h như nào nên hơi khó khăn",1.0
Đồng hồ nút gài chắc chắn có thể chỉnh chốt gài theo cỡ tay nhưng cái này mua đeo thì oki chứ mua làm quà tặng thì nên chọn mặc hàng khác,1.0
tạm,1.0
Ok,1.0
Mới test thấy ok. Có đài FM chưa ổn lắm,1.0
Tai nghe chất âm tốt nhưng đeo lâu bị đau tai,0.0
"Đã nhận hàng còn nguyên seal hàng chính hãng, cho 5* về chất lượng nhưng giao hàng thì quá lâu ở Hà Nội mà giao 1 tuần mới ngận được. Hàng giá trị cao mà mình còn thanh toán trước rồi nên giao hàng lâu cảm giác rất suột ruột và lo lắng",2.0
"Mọi thứ đều ổn, nhưg điều tệ nhất là nt shop k thèm tl😓
Mọi thứ đều ổn, nhưg điều tệ nhất là nt shop k thèm tl😓
Mọi thứ đều ổn, nhưg điều tệ nhất là nt shop k thèm tl😓
Mọi thứ đều ổn, nhưg điều tệ nhất là nt shop k thèm tl😓
",1.0
Giao sai màu,-2.0
Hàng OK phết,1.0
Tuyệt vời,2.0
"Thấy có khuyến mãi nên mua kèm cho tiện chụp hình, xài oke không có gì để phàn nàn ạ",1.0
"Loa nghe lớn và không bị rè nha mng
Nhìn đèn đổi màu đẹp lắm nha.",2.0
"Đúng hàng fpt, ok.",2.0
"Đóng gói ổn, có kèm pin bên trong
Mua 450k xong shoppe sale còn có 199k tiếc ghê
Sau khi trải nghiệm 1 ngày:
- Đồng hồ chạy tốt
- Kim có dạ quang
- Dây đeo khá dài và khi đeo hơi cắn lông tay😌
Quá OK cho một em đồng hồ chính hãng trong tầm giá này.",2.0
Hang chất lượng lắm nha,2.0
